Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2013, CHINA MOBILE LIMITED , Hong Kong , Post and telecommunications (64) ,-3.51%,-0.0351,-0.018382111436950142,-1,-0.01835,-1,-12.250000000000005
2014, CHINA MOBILE LIMITED , Hong Kong , Post and telecommunications (64) ,-3.21%,-0.0321,-0.018382111436950142,-1,-0.01970491803278689,-1,-8.54700854700855
2015, CHINA MOBILE LIMITED , Hong Kong , Post and telecommunications (64) ,-4.31%,-0.0431,-0.018382111436950142,-1,-0.019518571428571434,-1,34.267912772585674
2015, CHINA OVERSEAS LAND & INVESTMENT LIMITED , Hong Kong , Real estate activities (70) ,-2.47%,-0.024700000000000003,-0.09353862275449104,1,-0.08339200000000001,1,
2010, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-58.50%,-0.585,-0.23060578947368415,-1,-0.2253692307692308,-1,
2012, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-53.83%,-0.5383,-0.23060578947368415,-1,-0.1886037037037037,-1,-7.982905982905974
2013, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-56.93%,-0.5693,-0.23060578947368415,-1,-0.20860344827586205,-1,5.7588705182983535
2014, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-49.33%,-0.49329999999999996,-0.23060578947368415,-1,-0.23839714285714284,-1,-13.34972773581593
2015, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-67.42%,-0.6742,-0.23060578947368415,-1,-0.30302500000000004,-1,36.671396715994334
2014, CHINA RESOURCES LAND LIMITED , Hong Kong , Real estate activities (70) ,-0.94%,-0.009399999999999999,-0.09353862275449104,1,-0.08982537313432834,1,
2015, CHINA RESOURCES LAND LIMITED , Hong Kong , Real estate activities (70) ,-0.99%,-0.009899999999999999,-0.09353862275449104,1,-0.08339200000000001,1,5.319148936170226
2016, CHINA RESOURCES LAND LIMITED , Hong Kong , Real estate activities (70) ,-1.21%,-0.0121,-0.09353862275449104,1,-0.08064545454545455,1,22.222222222222232
2012, CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED , Hong Kong , Construction (45) ,-2.19%,-0.0219,-0.042405454545454566,1,-0.01693731343283583,-1,
2015, CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED , Hong Kong , Construction (45) ,-10.05%,-0.1005,-0.042405454545454566,-1,-0.04145624999999999,-1,358.9041095890411
2015, CHINA STEEL CHEMICAL CORPORATION , Taiwan , Chemicals nec ,-13.14%,-0.13140000000000002,-0.14181476793248943,1,-0.19513555555555556,1,
2010, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-64.28%,-0.6428,-0.7142793103448277,1,-0.6710750000000001,1,
2011, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-60.07%,-0.6007,-0.7142793103448277,1,-0.606825,1,-6.5494710640945915
2012, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-59.39%,-0.5939,-0.7142793103448277,1,-0.65574,1,-1.1320126519061113
2013, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-61.84%,-0.6184000000000001,-0.7142793103448277,1,-0.7428833333333333,1,4.125273615086722
2014, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-38.73%,-0.3873,-0.7142793103448277,1,-0.6895,1,-37.3706338939198
2015, CHINA STEEL CORPORATION , Taiwan , Manufacture of basic iron and steel and of ferro-alloys and first products thereof ,-84.29%,-0.8429000000000001,-0.7142793103448277,-1,-0.786325,-1,117.63490833978834
2012, CHINA STEEL STRUCTURE COMPANY LIMITED , Taiwan , Construction (45) ,-0.34%,-0.0034000000000000002,-0.042405454545454566,1,-0.01693731343283583,1,
2013, CHINA STEEL STRUCTURE COMPANY LIMITED , Taiwan , Construction (45) ,-0.55%,-0.0055000000000000005,-0.042405454545454566,1,-0.041585135135135134,1,61.76470588235294
2014, CHINA STEEL STRUCTURE COMPANY LIMITED , Taiwan , Construction (45) ,-0.64%,-0.0064,-0.042405454545454566,1,-0.04916707317073169,1,16.36363636363636
2015, CHINA STEEL STRUCTURE COMPANY LIMITED , Taiwan , Construction (45) ,-0.72%,-0.0072,-0.042405454545454566,1,-0.04145624999999999,1,12.5
2010, CHINA TELECOM CORP LTD , China , Post and telecommunications (64) ,-10.22%,-0.10220000000000001,-0.018382111436950142,-1,-0.01888666666666667,-1,
2011, CHINA TELECOM CORP LTD , China , Post and telecommunications (64) ,-9.50%,-0.095,-0.018382111436950142,-1,-0.018784782608695653,-1,-7.045009784735823
2014, CHINA UNICOM (HONG KONG) LIMITED , Hong Kong , Post and telecommunications (64) ,-4.09%,-0.0409,-0.018382111436950142,-1,-0.01970491803278689,-1,
2015, CHINA UNICOM (HONG KONG) LIMITED , Hong Kong , Post and telecommunications (64) ,-3.78%,-0.0378,-0.018382111436950142,-1,-0.019518571428571434,-1,-7.579462102689483
2013, CHINA UNITED NETWORK COMMUNICATIONS LIMITED , China , Post and telecommunications (64) ,-3.37%,-0.0337,-0.018382111436950142,-1,-0.01835,-1,
2014, CHINA UNITED NETWORK COMMUNICATIONS LIMITED , China , Post and telecommunications (64) ,-3.53%,-0.0353,-0.018382111436950142,-1,-0.01970491803278689,-1,4.7477744807121525
2015, CHINA UNITED NETWORK COMMUNICATIONS LIMITED , China , Post and telecommunications (64) ,-4.06%,-0.0406,-0.018382111436950142,-1,-0.019518571428571434,-1,15.014164305948995
2013, CHIPBOND TECHNOLOGY CORP , Taiwan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-5.55%,-0.0555,-0.06319178403755871,1,-0.06449189189189189,1,
2014, CHIPBOND TECHNOLOGY CORP , Taiwan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-6.21%,-0.0621,-0.06319178403755871,1,-0.06420581395348839,1,11.891891891891904
2015, CHIPBOND TECHNOLOGY CORP , Taiwan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-6.88%,-0.0688,-0.06319178403755871,-1,-0.07447191011235955,1,10.789049919484706
2014, CHIPMOS TECHNOLOGIES INC , Taiwan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-8.14%,-0.0814,-0.06319178403755871,-1,-0.06420581395348839,-1,
2015, CHIPMOS TECHNOLOGIES INC , Taiwan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-10.97%,-0.1097,-0.06319178403755871,-1,-0.07447191011235955,-1,34.766584766584764
2012, CHIYODA CORP , Japan , Construction (45) ,-0.11%,-0.0011,-0.042405454545454566,1,-0.01693731343283583,1,
2014, CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG , Switzerland , Processing of Food products nec ,-0.59%,-0.0059,-0.054933454545454535,1,-0.05645925925925926,1,
2015, CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG , Switzerland , Processing of Food products nec ,-1.06%,-0.0106,-0.054933454545454535,1,-0.07583728813559322,1,79.66101694915255
2015, CHOKWANG LEATHER COMPANY LIMITED , South Korea , Manufacture of textiles (17) ,-3.31%,-0.0331,-0.15766315789473687,1,-0.22976249999999998,1,
2012, CHORUS LIMITED , New Zealand , Post and telecommunications (64) ,-2.24%,-0.022400000000000003,-0.018382111436950142,-1,-0.01632916666666667,-1,
2013, CHORUS LIMITED , New Zealand , Post and telecommunications (64) ,-1.25%,-0.0125,-0.018382111436950142,1,-0.01835,1,-44.196428571428584
2014, CHORUS LIMITED , New Zealand , Post and telecommunications (64) ,-1.13%,-0.0113,-0.018382111436950142,1,-0.01970491803278689,1,-9.600000000000009
2015, CHORUS LIMITED , New Zealand , Post and telecommunications (64) ,-1.31%,-0.0131,-0.018382111436950142,1,-0.019518571428571434,1,15.92920353982301
2016, CHORUS LIMITED , New Zealand , Post and telecommunications (64) ,-1.14%,-0.011399999999999999,-0.018382111436950142,1,-0.011639999999999996,1,-12.977099236641232
2010, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-59.50%,-0.595,-0.8072188235294113,1,-0.7831026315789472,1,
2011, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-65.77%,-0.6577,-0.8072188235294113,1,-0.7256825,1,10.53781512605041
2012, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-67.62%,-0.6762,-0.8072188235294113,1,-0.7672023809523807,1,2.8128325984491553
2013, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-59.96%,-0.5996,-0.8072188235294113,1,-0.7983071428571427,1,-11.32800946465543
2014, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-88.88%,-0.8887999999999999,-0.8072188235294113,-1,-0.7920975609756096,-1,48.232154769846545
2015, CHUBU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-78.08%,-0.7807999999999999,-0.8072188235294113,1,-0.9181302325581396,1,-12.151215121512148
2010, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.72%,-0.0072,-0.01728222891566265,1,-0.011208510638297869,1,
2011, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.66%,-0.0066,-0.01728222891566265,1,-0.011722222222222219,1,-8.333333333333325
2012, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.66%,-0.0066,-0.01728222891566265,1,-0.015482692307692305,1,0.0
2013, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.80%,-0.008,-0.01728222891566265,1,-0.01868518518518519,1,21.212121212121215
2014, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.83%,-0.0083,-0.01728222891566265,1,-0.020036206896551726,1,3.750000000000009
2015, CHUGAI PHARMACEUTICAL CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.75%,-0.0075,-0.01728222891566265,1,-0.023799999999999995,1,-9.63855421686748
2013, CHUGOKU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-107.07%,-1.0707,-0.8072188235294113,-1,-0.7983071428571427,-1,
2014, CHUGOKU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-126.49%,-1.2649,-0.8072188235294113,-1,-0.7920975609756096,-1,18.137666946857188
2015, CHUGOKU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-119.85%,-1.1985,-0.8072188235294113,-1,-0.9181302325581396,-1,-5.249426832160642
2016, CHUGOKU ELECTRIC POWER CO INC , Japan , Production of electricity nec ,-118.60%,-1.186,-0.8072188235294113,-1,-1.0387333333333333,-1,-1.042970379641217
2012, CHUNG HWA PULP CORPORATION , Taiwan , Paper ,-64.81%,-0.6481,-0.22896460176991154,-1,-0.224115,-1,
2013, CHUNG HWA PULP CORPORATION , Taiwan , Paper ,-37.70%,-0.377,-0.22896460176991154,-1,-0.21971500000000002,-1,-41.82996451164944
2014, CHUNG HWA PULP CORPORATION , Taiwan , Paper ,-38.13%,-0.38130000000000003,-0.22896460176991154,-1,-0.22371428571428573,-1,1.140583554376673
2015, CHUNG HWA PULP CORPORATION , Taiwan , Paper ,-38.81%,-0.3881,-0.22896460176991154,-1,-0.3026782608695653,-1,1.7833726724364007
2010, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-4.19%,-0.04190000000000001,-0.018382111436950142,-1,-0.01888666666666667,-1,
2011, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-4.14%,-0.0414,-0.018382111436950142,-1,-0.018784782608695653,-1,-1.1933174224343812
2012, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-3.44%,-0.0344,-0.018382111436950142,-1,-0.01632916666666667,-1,-16.90821256038647
2013, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-3.52%,-0.0352,-0.018382111436950142,-1,-0.01835,-1,2.3255813953488413
2014, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-3.82%,-0.0382,-0.018382111436950142,-1,-0.01970491803278689,-1,8.52272727272727
2015, CHUNGHWA TELECOM COMPANY LIMITED , Taiwan , Post and telecommunications (64) ,-3.73%,-0.0373,-0.018382111436950142,-1,-0.019518571428571434,-1,-2.3560209424083767
2010, CIMIC GROUP LIMITED , Australia , Construction (45) ,-1.94%,-0.0194,-0.042405454545454566,1,-0.06084310344827586,1,
2011, CIMIC GROUP LIMITED , Australia , Construction (45) ,-1.29%,-0.0129,-0.042405454545454566,1,-0.036939285714285716,1,-33.50515463917526
2012, CIMIC GROUP LIMITED , Australia , Construction (45) ,-1.37%,-0.0137,-0.042405454545454566,1,-0.01693731343283583,1,6.20155038759691
2013, CIMIC GROUP LIMITED , Australia , Construction (45) ,-5.66%,-0.056600000000000004,-0.042405454545454566,-1,-0.041585135135135134,-1,313.1386861313869
2014, CIMIC GROUP LIMITED , Australia , Construction (45) ,-7.79%,-0.0779,-0.042405454545454566,-1,-0.04916707317073169,-1,37.63250883392224
2015, CIMIC GROUP LIMITED , Australia , Construction (45) ,-7.35%,-0.0735,-0.042405454545454566,-1,-0.04145624999999999,-1,-5.6482670089858855
2016, CIMIC GROUP LIMITED , Australia , Construction (45) ,-10.17%,-0.1017,-0.042405454545454566,-1,-0.06524347826086956,-1,38.367346938775526
2010, CINCINNATI FINANCIAL CORPORATION , United States ," Insurance and pension funding, except compulsory social security (66) ",-0.30%,-0.003,-0.0017385416666666667,-1,-0.0019000000000000002,-1,
2011, CINCINNATI FINANCIAL CORPORATION , United States ," Insurance and pension funding, except compulsory social security (66) ",-0.28%,-0.0028000000000000004,-0.0017385416666666667,-1,-0.0014555555555555556,-1,-6.666666666666654
2012, CINCINNATI FINANCIAL CORPORATION , United States ," Insurance and pension funding, except compulsory social security (66) ",-0.24%,-0.0024,-0.0017385416666666667,-1,-0.0015470588235294118,-1,-14.285714285714302
2013, CINEWORLD GROUP PLC , United Kingdom ," Recreational, cultural and sporting activities (92) ",-2.84%,-0.028399999999999998,-0.023352631578947368,-1,-0.021929166666666666,-1,
2014, CINEWORLD GROUP PLC , United Kingdom ," Recreational, cultural and sporting activities (92) ",-4.54%,-0.0454,-0.023352631578947368,-1,-0.027428000000000004,-1,59.8591549295775
2015, CINEWORLD GROUP PLC , United Kingdom ," Recreational, cultural and sporting activities (92) ",-4.70%,-0.047,-0.023352631578947368,-1,-0.023238709677419356,-1,3.524229074889851
2016, CINEWORLD GROUP PLC , United Kingdom ," Recreational, cultural and sporting activities (92) ",-5.05%,-0.050499999999999996,-0.023352631578947368,-1,-0.0153625,-1,7.446808510638281
2016, CIR COMPAGNIE INDUSTRIALI RIUNITE SPA , Italy , Manufacture of machinery and equipment n.e.c. (29) ,-2.49%,-0.024900000000000002,-0.035553125,1,-0.10695,1,
2010, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.51%,-0.0051,-0.025163636363636367,1,-0.01401111111111111,1,
2011, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.48%,-0.0048,-0.025163636363636367,1,-0.021076190476190478,1,-5.882352941176483
2012, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.52%,-0.0052,-0.025163636363636367,1,-0.0194,1,8.333333333333348
2013, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.51%,-0.0051,-0.025163636363636367,1,-0.02484074074074074,1,-1.9230769230769162
2014, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.57%,-0.005699999999999999,-0.025163636363636367,1,-0.02760740740740741,1,11.76470588235292
2015, CISCO SYSTEMS INCORPORATED , United States ," Manufacture of radio, television and communication equipment and apparatus (32) ",-0.57%,-0.005699999999999999,-0.025163636363636367,1,-0.033978125,1,0.0
2010, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.28%,-0.0028000000000000004,-0.0200715181932246,1,-0.006401886792452835,1,
2011, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.32%,-0.0032,-0.0200715181932246,1,-0.00983818181818182,1,14.28571428571428
2012, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.31%,-0.0031,-0.0200715181932246,1,-0.024436799999999998,1,-3.125000000000011
2013, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.33%,-0.0033,-0.0200715181932246,1,-0.025626760563380282,1,6.451612903225801
2014, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.31%,-0.0031,-0.0200715181932246,1,-0.03286305732484076,1,-6.060606060606066
2015, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.29%,-0.0029,-0.0200715181932246,1,-0.013258677685950414,1,-6.451612903225811
2016, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.25%,-0.0025,-0.0200715181932246,1,-0.021633333333333334,1,-13.793103448275856
2010, CITIZEN WATCH CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.20%,-0.012,-0.01728222891566265,1,-0.011208510638297869,-1,
2011, CITIZEN WATCH CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.16%,-0.0116,-0.01728222891566265,1,-0.011722222222222219,1,-3.3333333333333437
2013, CITIZEN WATCH CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.73%,-0.0173,-0.01728222891566265,-1,-0.01868518518518519,1,49.13793103448276
2014, CITIZEN WATCH CO LTD , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.57%,-0.015700000000000002,-0.01728222891566265,1,-0.020036206896551726,1,-9.248554913294782
